id,trialid,source_register,date_registration,date_enrollement,retrospective_registration,normed_spon_names,recruitment_status,phase,study_type,countries,public_title,study_category,intervention,intervention_list,target_enrollment,web_address,trial_status,pcd_auto,scd_auto,rcd_auto,tabular_results,potential_other_results,registry_scraped,is_clinical_trial_manual,is_covid_manual,rcd_manual,pcd_manual,scd_manual,comments,is_intervention,is_reg_2020,is_not_withdrawn,is_eligible_study,is_rcd_cutoff_1,has_auto_reg_results_cutoff_1,is_searched_cutoff_1,is_not_withdrawn_manual,is_rcd_cutoff_1_manual,is_analysis_pop_cutoff_1,is_dupe,dupe_primary
tri02070,NCT04391920,ClinicalTrials.gov,2020-05-12,2020-05-01,TRUE,"CytoSorbents, Inc",Not Recruiting,Not Applicable,Observational,No Country Given,Registry of CytoSorb Therapy in COVID-19 ICU Patients,Other (device),Cytokine Adsorber,Cytokine Adsorber,1000,https://clinicaltrials.gov/show/NCT04391920,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02071,NCT04391946,ClinicalTrials.gov,2020-05-13,2020-06-01,FALSE,French Innovative Leukemia Organisation,Not Recruiting,Not Applicable,Observational,No Country Given,Observatory of Patients With Chronic Lymphocytic Leukemia / Lymphocytic Lymphoma or Waldenstrom Disease Infected With COVID-19,Clinical Presentation,No Intervention,No Intervention,50,https://clinicaltrials.gov/show/NCT04391946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02072,NCT04392089,ClinicalTrials.gov,2020-05-14,2020-05-01,TRUE,"Copenhagen University Hospital, Hvidovre",Recruiting,Not Applicable,Observational,Denmark,Effects of Cardiovascular and Pulmonary Optimization on Cerebral Oxygenation in COVID-19 Patients With Severe ARDS,Clinical Presentation,No Intervention,No Intervention,20,https://clinicaltrials.gov/show/NCT04392089,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02073,NCT04392141,ClinicalTrials.gov,2020-05-15,2020-04-01,TRUE,Kermanshah University of Medical Sciences,Recruiting,Phase 1/Phase 2,Interventional,Iran,Colchicine Plus Phenolic Monoterpenes to Treat COVID-19,Drug,Colchicine + Phenolic Monoterpenes,Colchicine; Phenolic Monoterpenes,200,https://clinicaltrials.gov/show/NCT04392141,Recruiting,2020-06-01,2020-10-01,2020-06-01,0,1,TRUE,TRUE,TRUE,2020-11-01,2020-11-01,2020-11-01,NA,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,NA
tri02074,NCT04392245,ClinicalTrials.gov,2020-05-15,2020-04-15,TRUE,Società Italiana di Chirurgia Colo-Rettale,Not Recruiting,Not Applicable,Observational,Italy,Proctologic Practice and Covid-19,Health System,No Intervention,No Intervention,1050,https://clinicaltrials.gov/show/NCT04392245,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02075,NCT04392323,ClinicalTrials.gov,2020-05-15,2020-05-13,TRUE,Northwell Health,Recruiting,Not Applicable,Interventional,United States,Incidence of COVID-19 Test Conversion in Post-surgical Patients,Clinical Presentation (Epidemiology),No Intervention,No Intervention,500,https://clinicaltrials.gov/show/NCT04392323,Recruiting,2020-07-01,2020-07-31,2020-07-01,0,1,TRUE,FALSE,NA,2020-07-31,2020-07-01,2020-07-31,Observational study of covid incidence rate,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,NA,NA
tri02076,NCT04392388,ClinicalTrials.gov,2020-05-15,2020-05-01,TRUE,INSERM,Recruiting,Not Applicable,Observational,France,"Health, Perception, Practices, Relations and Social Inequalities in the General Population During the Covid-19 Crisis",Other,No Intervention,No Intervention,110000,https://clinicaltrials.gov/show/NCT04392388,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02077,NCT04392401,ClinicalTrials.gov,2020-05-13,2020-05-11,TRUE,Hospices Civils de Lyon,Recruiting,Not Applicable,Observational,France,COVID-19 - Study of the Kinetics of the Immune Response During the Intensive Care Unit Stay in Adult Patients Infected With SARS-CoV-2: Multicentric Non Interventional Study,Clinical Presentation,No Intervention,No Intervention,200,https://clinicaltrials.gov/show/NCT04392401,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02078,NCT04392427,ClinicalTrials.gov,2020-05-12,2020-05-01,TRUE,Mansoura University,Not Recruiting,Phase 3,Interventional,Egypt,New Antiviral Drugs for Treatment of COVID-19,Drug,Nitazoxanide + Ribavirin + Ivermectin,Nitazoxanide; Ribavirin; Ivermectin,100,https://clinicaltrials.gov/show/NCT04392427,Not yet recruiting,2022-05-01,2022-05-01,2022-05-01,0,1,TRUE,TRUE,TRUE,2022-05-01,2022-05-01,2022-05-01,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA
tri02079,NCT04392453,ClinicalTrials.gov,2020-05-15,2020-05-01,TRUE,Fondazione Don Carlo Gnocchi Onlus,Not Recruiting,Not Applicable,Interventional,No Country Given,Upper Limb Robotic Rehabilitation During COVID-19 Outbreak,Other (physio),Physio & Rehabilitation,Physio & Rehabilitation,40,https://clinicaltrials.gov/show/NCT04392453,Not yet recruiting,2020-12-01,2020-12-01,2020-12-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02080,NCT04392713,ClinicalTrials.gov,2020-05-05,2020-04-15,TRUE,"Combined Military Hospital, Pakistan",Recruiting,Not Applicable,Interventional,Pakistan,Efficacy of Ivermectin in COVID-19,Drug,Ivermectin,Ivermectin,100,https://clinicaltrials.gov/show/NCT04392713,Recruiting,2020-07-01,2020-07-01,2020-07-01,0,1,TRUE,TRUE,TRUE,2020-07-01,2020-07-01,2020-07-01,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA
tri02081,NCT04392778,ClinicalTrials.gov,2020-04-25,2020-04-01,TRUE,SBu Dr. Sadi Konuk Egitim ve Arastirma Hastanesi,Recruiting,Phase 1/Phase 2,Interventional,Turkey,Clinical Use of Stem Cells for the Treatment of Covid-19,ATMP,Cells (mesenchymal),Cells (mesenchymal),30,https://clinicaltrials.gov/show/NCT04392778,Recruiting,2020-07-01,2020-09-01,2020-07-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02082,NCT04393961,ClinicalTrials.gov,2020-04-24,2020-04-05,TRUE,ProofPilot,Recruiting,Not Applicable,Interventional,United States,At-Home COVID-19 Antibody Test Usability Assessment & Behavior Change Study,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,600,https://clinicaltrials.gov/show/NCT04393961,Recruiting,2020-07-29,2020-08-29,2020-07-29,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02083,NCT04394000,ClinicalTrials.gov,2020-05-16,2020-05-04,TRUE,Jessa Hospital,Not Recruiting,Not Applicable,Observational,Belgium,Impact of an Intensified Thromboprofylaxis Protocol in COVID-19,Drug,Heparin,Heparin,72,https://clinicaltrials.gov/show/NCT04394000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02084,NCT04394026,ClinicalTrials.gov,2020-05-15,2020-04-16,TRUE,Francesco De Cobelli,Recruiting,Not Applicable,Observational,Italy,Imaging Feature of SARS-CoV2 Infection,Clinical Presentation,No Intervention,No Intervention,500,https://clinicaltrials.gov/show/NCT04394026,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02085,NCT04394169,ClinicalTrials.gov,2020-05-13,2020-05-25,FALSE,Hospital Clinic of Barcelona,Not Recruiting,Not Applicable,Interventional,No Country Given,Early Care Program for the Management of Post-ICU Syndrome and Chronic Pain After COVID-19 Infection.,Other,Other,Other,102,https://clinicaltrials.gov/show/NCT04394169,Not yet recruiting,2020-09-25,2021-03-25,2020-09-25,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02086,NCT04394182,ClinicalTrials.gov,2020-05-15,2020-04-21,TRUE,Fundación Genesiscare,Recruiting,Not Applicable,Interventional,Spain,Ultra Low Doses of Therapy With Radiation Applicated to COVID-19,Other,"Radiation (with Lopinavir/ritonavir, Hydroxychloroquine, Azithromycin, Piperacillin/tazobactam, Heparin, Corticosteroids, Tocilizumab)",Radiation; Lopinavir/ritonavir; Hydroxychloroquine; Azithromycin; Piperacillin/tazobactam; Heparin; Methylprednisolone; Tocilizumab,15,https://clinicaltrials.gov/show/NCT04394182,Recruiting,2020-12-31,2021-04-21,2020-12-31,0,1,TRUE,TRUE,TRUE,2021-04-21,2020-12-31,2021-04-21,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA
tri02087,NCT04394195,ClinicalTrials.gov,2020-05-16,2020-03-25,TRUE,CHU de Reims,Recruiting,Not Applicable,Observational,France,sFlt1: a Biomarker of Organ Dysfunction in Critically-ill Patients With COVID-19?,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,200,https://clinicaltrials.gov/show/NCT04394195,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02088,NCT04394208,ClinicalTrials.gov,2020-05-15,2020-06-01,FALSE,Cairo University,Not Recruiting,Phase 3,Interventional,Egypt,Silymarin in COVID-19 Pneumonia,Drug,Silymarin,Silymarin,50,https://clinicaltrials.gov/show/NCT04394208,Not yet recruiting,2020-08-30,2020-09-30,2020-08-30,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02089,NCT04395833,ClinicalTrials.gov,2020-05-15,2020-04-07,TRUE,"University Hospital, Brest",Not Recruiting,Not Applicable,Observational,France,National Survey on the Lockdown of Children With Disabilities,Other,No Intervention,No Intervention,2500,https://clinicaltrials.gov/show/NCT04395833,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02090,NCT04259892,ClinicalTrials.gov,2020-02-05,2020-02-04,TRUE,INSERM,Recruiting,Not Applicable,Observational,"French Guiana, France",Viral Excretion in Contact Subjects at High/Moderate Risk of Coronavirus 2019-nCoV Infection. COVID-19.,Clinical Presentation,No Intervention,No Intervention,345,https://clinicaltrials.gov/show/NCT04259892,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02091,NCT04306393,ClinicalTrials.gov,2020-03-10,2020-03-21,TRUE,Massachusetts General Hospital,Recruiting,Phase 2,Interventional,United States,Nitric Oxide Gas Inhalation in Severe Acute Respiratory Syndrome in COVID-19,Drug,Nitric oxide,Nitric oxide,200,https://clinicaltrials.gov/show/NCT04306393,Recruiting,2021-03-21,2022-03-21,2021-03-21,0,1,TRUE,TRUE,TRUE,2022-03-21,2021-03-21,2022-03-21,protocol preprint: http://doi.org/10.1101/2020.03.09.20033530,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA
tri02092,NCT04318314,ClinicalTrials.gov,2020-03-17,2020-03-18,FALSE,"University College, London",Recruiting,Not Applicable,Observational,United Kingdom,COVID-19: Healthcare Worker Bioresource: Immune Protection and Pathogenesis in SARS-CoV-2,Clinical Presentation,No Intervention,No Intervention,400,https://clinicaltrials.gov/show/NCT04318314,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02093,NCT04336761,ClinicalTrials.gov,2020-04-03,2020-04-15,FALSE,"University Hospital, Lille",Recruiting,Not Applicable,Observational,France,Prevalence of Covid-19 in Children Admitted to Paediatric Emergency Departments During the Pandemic Period in France,Clinical Presentation (Epidemiology),No Intervention,No Intervention,914,https://clinicaltrials.gov/show/NCT04336761,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02094,NCT04337346,ClinicalTrials.gov,2020-04-05,2020-04-05,FALSE,Kanuni Sultan Suleyman Training and Research Hospital,Not Recruiting,Not Applicable,Observational,Turkey,Evaluation of Covid 19 Anxiety in Endometriosis Patients,Other (psych),No Intervention,No Intervention,80,https://clinicaltrials.gov/show/NCT04337346,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02095,NCT04338828,ClinicalTrials.gov,2020-04-05,2020-04-18,FALSE,Massachusetts General Hospital,Recruiting,Phase 2,Interventional,United States,Nitric Oxide Inhalation Therapy for COVID-19 Infections in the ED,Drug,Nitric oxide,Nitric oxide,260,https://clinicaltrials.gov/show/NCT04338828,Recruiting,2021-04-01,2022-04-01,2021-04-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02096,NCT04338945,ClinicalTrials.gov,2020-04-07,2020-03-15,TRUE,Ospedale Policlinico San Martino,Not Recruiting,Not Applicable,Observational,Italy,Impact of Pandemic COVID-19 on Surgical Specialities Residents in Italy,Other,No Intervention,No Intervention,800,https://clinicaltrials.gov/show/NCT04338945,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02097,NCT04341675,ClinicalTrials.gov,2020-04-05,2020-04-24,FALSE,University of Cincinnati,Recruiting,Phase 2,Interventional,United States,Sirolimus Treatment in Hospitalized Patients With COVID-19 Pneumonia,Drug,Sirolimus,Sirolimus,30,https://clinicaltrials.gov/show/NCT04341675,Recruiting,2020-07-01,2020-09-01,2020-07-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02098,NCT04342637,ClinicalTrials.gov,2020-04-07,2020-04-10,FALSE,Al-Azhar University,Not Recruiting,Not Applicable,Observational,"United States, Iran, Egypt",COVID-19 Endoscopy Survey,Other,Other,Other,163,https://clinicaltrials.gov/show/NCT04342637,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02099,NCT04342663,ClinicalTrials.gov,2020-04-08,2020-04-10,FALSE,Washington University in St. Louis,Recruiting,Phase 2,Interventional,United States,"A Double-blind, Placebo-controlled Clinical Trial of Fluvoxamine for Symptomatic Individuals With COVID-19 Infection",Drug,Fluvoxamine,Fluvoxamine,152,https://clinicaltrials.gov/show/NCT04342663,Recruiting,2020-08-01,2020-09-01,2020-08-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02100,NCT04347681,ClinicalTrials.gov,2020-04-08,2020-04-18,FALSE,King Fahad Specialist Hospital,Recruiting,Phase 2,Interventional,Saudi Arabia,Potential Efficacy of Convalescent Plasma to Treat Severe COVID-19 and Patients at High Risk of Developing Severe COVID-19,ATMP,Plasma,Plasma,40,https://clinicaltrials.gov/show/NCT04347681,Recruiting,2020-12-31,2021-04-11,2020-12-31,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02101,NCT04347928,ClinicalTrials.gov,2020-04-08,2020-04-20,FALSE,"University Hospital, Lille",Recruiting,Not Applicable,Observational,France,Respiratory and Hemodynamic Changes Induced in Mechanically Ventilated Patients for COVID-19,Clinical Presentation,No Intervention,No Intervention,15,https://clinicaltrials.gov/show/NCT04347928,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02102,NCT04348240,ClinicalTrials.gov,2020-04-15,2020-04-16,FALSE,National Institute of Dental and Craniofacial Research (NIDCR),Recruiting,Not Applicable,Observational,United States,Transmissibility and Viral Load of SARS-CoV-2 in Oral Secretions,Clinical Presentation,No Intervention,No Intervention,60,https://clinicaltrials.gov/show/NCT04348240,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02103,NCT04350736,ClinicalTrials.gov,2020-04-14,2020-04-23,FALSE,Theravance Biopharma,Recruiting,Phase 1,Interventional,United Kingdom,"First in Human SAD and MAD Study of Inhaled TD-0903, a Potential Treatment for ALI Associated With COVID-19",Drug,TD-0903,TD-0903,54,https://clinicaltrials.gov/show/NCT04350736,Recruiting,2020-06-01,2020-06-01,2020-06-01,0,0,TRUE,TRUE,FALSE,2020-06-24,2020-06-24,2020-06-24,NA,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,TRUE,FALSE,NA,NA
tri02104,NCT04351399,ClinicalTrials.gov,2020-04-14,2020-04-27,FALSE,"University Hospital, Lille",Not Recruiting,Not Applicable,Observational,France,Psychological Impact of Quarantine in Rheumatoid Arthritis Patient During COVID-19 Outbreak,Other (psych),No Intervention,No Intervention,318,https://clinicaltrials.gov/show/NCT04351399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02105,NCT04351633,ClinicalTrials.gov,2020-04-15,2020-04-23,FALSE,"University Hospital, Lille",Not Recruiting,Not Applicable,Observational,France,Psychological Impact of Quarantine in Osteoporosis Patient During COVID-19 Outbreak,Other (psych),No Intervention,No Intervention,52,https://clinicaltrials.gov/show/NCT04351633,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02106,NCT04353011,ClinicalTrials.gov,2020-04-15,2020-04-20,FALSE,"University Hospital, Lille",Not Recruiting,Not Applicable,Observational,France,Psychological Impact of Quarantine in Chronic Pain Patient During COVID-19 Outbreak,Other (psych),No Intervention,No Intervention,312,https://clinicaltrials.gov/show/NCT04353011,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02107,NCT04354714,ClinicalTrials.gov,2020-04-16,2020-06-30,FALSE,Washington University in St. Louis,Not Recruiting,Phase 2,Interventional,United States,Ruxolitinib to Combat COVID-19,Drug,Ruxolitinib,Ruxolitinib,0,https://clinicaltrials.gov/show/NCT04354714,Withdrawn,2021-07-31,2021-12-31,2021-07-31,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02108,NCT04355143,ClinicalTrials.gov,2020-04-14,2020-05-01,FALSE,"University of California, Los Angeles",Recruiting,Phase 2,Interventional,United States,Colchicine to Reduce Cardiac Injury in COVID-19 (COLHEART-19),Drug,Colchicine,Colchicine,150,https://clinicaltrials.gov/show/NCT04355143,Recruiting,2021-04-25,2021-04-25,2021-04-25,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02109,NCT04355533,ClinicalTrials.gov,2020-04-17,2020-06-01,FALSE,Assistance Publique – Hôpitaux de Paris,Not Recruiting,Not Applicable,Interventional,France,Immunity Against SARS-CoV2 in Children and Their Parents / COVID-19,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,1920,https://clinicaltrials.gov/show/NCT04355533,Not yet recruiting,2020-06-01,2021-09-01,2020-06-01,0,0,TRUE,FALSE,NA,2021-09-01,2020-06-01,2021-09-01,observational,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,NA,FALSE,FALSE,NA,NA
tri02110,NCT04355897,ClinicalTrials.gov,2020-04-15,2020-04-28,FALSE,The Christ Hospital,Recruiting,Phase 1,Interventional,United States,CoVID-19 Plasma in Treatment of COVID-19 Patients,ATMP,Plasma,Plasma,100,https://clinicaltrials.gov/show/NCT04355897,Recruiting,2020-07-01,2020-08-01,2020-07-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02111,NCT04358081,ClinicalTrials.gov,2020-04-08,2020-05-01,FALSE,Novartis Pharmaceuticals,Recruiting,Phase 3,Interventional,United States,Hydroxychloroquine Monotherapy and in Combination With Azithromycin in Patients With Moderate and Severe COVID-19 Disease,Drug,Hydroxychloroquine + Azithromycin vs. Hydroxychloroquine,Azithromycin; Hydroxychloroquine,444,https://clinicaltrials.gov/show/NCT04358081,Recruiting,2020-06-25,2020-07-24,2020-06-25,0,0,TRUE,TRUE,TRUE,2020-07-27,2020-07-27,2020-07-27,The study was terminated but it looks like there was enrollment: https://www.novartis.com/news/media-releases/novartis-discontinues-hydroxychloroquine-clinical-trial-based-slow-enrollment-remains-comm,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,NA,NA
tri02112,NCT04360837,ClinicalTrials.gov,2020-04-22,2020-05-06,FALSE,Szeged University,Recruiting,Not Applicable,Interventional,Hungary,PEEP Incremental and Decremental Alveolar Recruitment of Critically Ill Corona Virus Disease-19 (COVID-19) Patients,Diagnostics,Diagnostic Test or Assessment,Diagnostic Test or Assessment,10,https://clinicaltrials.gov/show/NCT04360837,Recruiting,2021-06-01,2021-06-01,2021-06-01,0,1,TRUE,TRUE,TRUE,2021-06-01,2021-06-01,2021-06-01,NA,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,NA,NA
tri02113,NCT04361214,ClinicalTrials.gov,2020-04-22,2020-05-05,FALSE,University of Chicago,Recruiting,Phase 1,Interventional,United States,Leflunomide in Mild COVID-19 Patients,Drug,Leflunomide,Leflunomide,20,https://clinicaltrials.gov/show/NCT04361214,Recruiting,2020-07-01,2020-07-01,2020-07-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02114,NCT04361344,ClinicalTrials.gov,2020-04-16,2020-05-19,FALSE,Centre Hospitalier de Pau,Recruiting,Not Applicable,Interventional,France,Neurodegeneration Markers and Neurological Course in Severe Covid-19 Infection,Clinical Presentation,No Intervention,No Intervention,30,https://clinicaltrials.gov/show/NCT04361344,Recruiting,2021-01-19,2021-01-19,2021-01-19,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02115,NCT04362189,ClinicalTrials.gov,2020-04-21,2020-05-15,FALSE,Hope Biosciences,Not Recruiting,Phase 2,Interventional,United States,Efficacy and Safety Study of Allogeneic HB-adMSCs for the Treatment of COVID-19,ATMP,Cells (mesenchymal),Cells (mesenchymal),100,https://clinicaltrials.gov/show/NCT04362189,Not yet recruiting,2020-10-31,2020-10-31,2020-10-31,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02116,NCT04365153,ClinicalTrials.gov,2020-04-24,2020-04-24,FALSE,The Cleveland Clinic,Recruiting,Phase 2,Interventional,United States,Canakinumab to Reduce Deterioration of Cardiac and Respiratory Function Due to COVID-19,Drug,Canakinumab,Canakinumab,45,https://clinicaltrials.gov/show/NCT04365153,Recruiting,2020-12-31,2020-12-31,2020-12-31,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
tri02117,NCT04365348,ClinicalTrials.gov,2020-04-25,2020-04-27,FALSE,University of Hong Kong,Recruiting,Not Applicable,Observational,Hong Kong,The Psychological Impact of COVID-19 Outbreak on COVID-19 Survivors and Their Families,Other (psych),No Intervention,No Intervention,300,https://clinicaltrials.gov/show/NCT04365348,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02118,NCT04365361,ClinicalTrials.gov,2020-04-25,2020-04-26,FALSE,University of Hong Kong,Recruiting,Not Applicable,Observational,Hong Kong,The Psychological Impact of the COVID-19 on Students.,Other (psych),No Intervention,No Intervention,300,https://clinicaltrials.gov/show/NCT04365361,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02119,NCT04365764,ClinicalTrials.gov,2020-04-25,2020-03-14,TRUE,Groupe Hospitalier Pitié Salpêtrière,Recruiting,Not Applicable,Observational,France,Effect of Treatments in Patients Hospitalized for Severe COVID-19 Pneumonia: a Multicenter Cohort Study,Drug,Unspecified Drug,Unspecified Drug,400,https://clinicaltrials.gov/show/NCT04365764,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,TRUE,TRUE,FALSE,FALSE,NA,FALSE,NA,NA,FALSE,NA,NA
tri02120,NCT04368000,ClinicalTrials.gov,2020-04-24,2020-04-29,FALSE,University of Utah,Recruiting,Not Applicable,Interventional,United States,Prone Positioning in Awake Patients With COVID-19 Requiring Hospitalization,Procedure,Positioning,Positioning,60,https://clinicaltrials.gov/show/NCT04368000,Recruiting,2020-12-01,2021-01-01,2020-12-01,0,0,TRUE,NA,NA,NA,NA,NA,NA,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,NA,NA,FALSE,NA,NA
